Ad ID,Advanced Demographics,AgeBracket,BillingAddress,Closed Date,No. of target critereas used,Number of Ads,Globe,% Impressions,Calculation1,Calculation2,Age,Interests ,Gender ,Language ,OS type ,Advanced demographics,Segments ,Location,Year of AD,Spend per Impression,Number of countries,Icon,Total impressions,CandidateBallotInformation,Country,Creative Properties,CreativeUrl,Electoral District,EndDate,Gender,Impressions,Interests,Language - Split 1,Language - Split 2,Language,Location Zip code,Location T,Location MA,Location ED,Location R,Location Type,Metro Area,Number of Records,OS Type,OrganizationName,PayingAdvertiserName,Region,Segments,Spend,StartDate,Targeting Geo - Postal Code
f416235247c1e2dcb1bbf401f8ffa455e82b81fe0f12b2d1e8885d90245d6ecd,,21+,"202-120 Eglinton Avenue East,Toronto,M4P1E2,CA",9/4/2019 6:59:59 AM,4,1,,0.010128480,,,1,1,1,1,0,0,0,0,1/1/2019,0.001321435,1,,174810,,Canada,web_view_url:https://plancanada.ca/ChangeTheBirthStory?utm_campaign=SHOW&utm_source=snapchat-cpe&utm_medium=social,https://www.snap.com/political-ads/asset/71e1ab5633f1d2024615d6ccf249c2c49e0c3acf78e81137cc5bbd6595f4db2c?mediaType=mp4,,9/4/2019 6:59:59 AM,FEMALE,174810,"Advocates & Activists,Arts & Culture Mavens,Green Living Enthusiasts,News Watchers,Outdoor & Nature Enthusiasts,Parents & Family-Focused,Philanthropists,Women's Lifestyle",en,,en,0,0,0,0,0,,,1,,The Aber Group,Plan International Canada,,,231,6/3/2019 7:00:00 AM,
041a1bd02112a1245f4d7bb1d33f73f65896c272a87465c411fe42d4a228f9a0,,21+,"202-120 Eglinton Avenue East,Toronto,M4P1E2,CA",9/4/2019 6:59:59 AM,4,1,,0.016318204,,,1,1,1,1,0,0,0,0,1/1/2019,0.001136202,1,,281640,,Canada,web_view_url:https://plancanada.ca/ChangeTheBirthStory?utm_campaign=SHOW&utm_source=snapchat-cpe&utm_medium=social,https://www.snap.com/political-ads/asset/fe17941a654cc439351f2e0df2e3a7dced82242b41b47112e0e620e024d08e75?mediaType=mp4,,9/4/2019 6:59:59 AM,FEMALE,281640,"Advocates & Activists,Arts & Culture Mavens,Green Living Enthusiasts,News Watchers,Outdoor & Nature Enthusiasts,Parents & Family-Focused,Philanthropists,Women's Lifestyle",en,,en,0,0,0,0,0,,,1,,The Aber Group,Plan International Canada,,,320,6/3/2019 7:00:00 AM,
edf4784efe50d7480f2e34f4c21549cd97d9a391f0cba40134ba970d437e2fdb,,21+,"202-120 Eglinton Avenue East,Toronto,M4P1E2,CA",9/4/2019 6:59:59 AM,4,1,,0.015826468,,,1,1,1,1,0,0,0,0,1/1/2019,0.001241063,1,,273153,,Canada,web_view_url:https://plancanada.ca/ChangeTheBirthStory?utm_campaign=SHOW&utm_source=snapchat-cpe&utm_medium=social,https://www.snap.com/political-ads/asset/340e42736912dfe9b9ff61feff54e171313012083a15f9fbe81b2d8de906079a?mediaType=mp4,,9/4/2019 6:59:59 AM,FEMALE,273153,"Advocates & Activists,Arts & Culture Mavens,Green Living Enthusiasts,News Watchers,Outdoor & Nature Enthusiasts,Parents & Family-Focused,Philanthropists,Women's Lifestyle",en,,en,0,0,0,0,0,,,1,,The Aber Group,Plan International Canada,,,339,6/3/2019 7:00:00 AM,
febc8839f849dcbe1a570a77358dd3a37d0d40466c4bf3d35af9d4b740517fdb,,21+,"202-120 Eglinton Avenue East,Toronto,M4P1E2,CA",9/4/2019 6:59:59 AM,4,1,,0.051436701,,,1,1,1,1,0,0,0,0,1/1/2019,0.001192891,1,,887759,,Canada,web_view_url:https://plancanada.ca/ChangeTheBirthStory?utm_campaign=SHOW&utm_source=snapchat-cpe&utm_medium=social,https://www.snap.com/political-ads/asset/954bb2ee9f14481f264115fa9602322ba79ed8087769aa689e1dc654c78896a0?mediaType=mp4,,9/4/2019 6:59:59 AM,FEMALE,887759,"Advocates & Activists,Arts & Culture Mavens,Green Living Enthusiasts,News Watchers,Outdoor & Nature Enthusiasts,Parents & Family-Focused,Philanthropists,Women's Lifestyle",en,,en,0,0,0,0,0,,,1,,The Aber Group,Plan International Canada,,,1059,6/3/2019 7:00:00 AM,
d425eb83f8dc9019649f872115be7c068f0ebb240693205ff2f62eb20ef77c85,,21+,"202-120 Eglinton Avenue East,Toronto,M4P1E2,CA",9/4/2019 6:59:59 AM,4,1,,0.014512795,,,1,1,1,1,0,0,0,0,1/1/2019,0.001261578,1,,250480,,Canada,web_view_url:https://plancanada.ca/ChangeTheBirthStory?utm_campaign=SHOW&utm_source=snapchat-cpe&utm_medium=social,https://www.snap.com/political-ads/asset/bdeb27d80703149ea463dbc20b56a6dc5409f4d3ed9389cda1b0d1f7884507f4?mediaType=mp4,,9/4/2019 6:59:59 AM,FEMALE,250480,"Advocates & Activists,Arts & Culture Mavens,Green Living Enthusiasts,News Watchers,Outdoor & Nature Enthusiasts,Parents & Family-Focused,Philanthropists,Women's Lifestyle",en,,en,0,0,0,0,0,,,1,,The Aber Group,Plan International Canada,,,316,6/3/2019 7:00:00 AM,
371fea93cbc7ac36c224d4fdddc8fd19a2687b5ee56f21399a98119730f3f822,,21+,"202-120 Eglinton Avenue East,Toronto,M4P1E2,CA",8/8/2019 6:59:59 AM,4,1,,0.016555236,,,1,1,1,1,0,0,0,0,1/1/2019,0.002803336,1,,285731,,Canada,,https://www.snap.com/political-ads/asset/c813083564b1fc94f0199e38c5c4eac6a9660233b43df8f60a99402fa493af84?mediaType=png,,8/8/2019 6:59:59 AM,FEMALE,285731,"Advocates & Activists,Beauty Mavens,Fashion & Style Gurus,Fun Trivia & Quiz Fanatics,Green Living Enthusiasts,Hipsters & Trendsetters,News Watchers,Women's Lifestyle",en,,en,0,0,0,0,0,,,1,,The Aber Group,Plan International Canada,,,801,6/4/2019 9:25:55 PM,
5b9bfc8489da46a68b80e4a7009886b17c4dbd18ba6777c2fe9e2844f1ae7410,,21+,"202-120 Eglinton Avenue East,Toronto,M4P1E2,CA",8/8/2019 6:59:59 AM,4,1,,0.002480293,,,1,1,1,1,0,0,0,0,1/1/2019,0.003901140,1,,42808,,Canada,,https://www.snap.com/political-ads/asset/1e7674f6bc633b9408e19bbb5c97f7e0b1ebabf219691d2b403037ce8e782ca0?mediaType=png,,8/8/2019 6:59:59 AM,FEMALE,42808,"Advocates & Activists,Beauty Mavens,Fashion & Style Gurus,Fun Trivia & Quiz Fanatics,Green Living Enthusiasts,Hipsters & Trendsetters,News Watchers,Women's Lifestyle",en,,en,0,0,0,0,0,,,1,,The Aber Group,Plan International Canada,,,167,6/4/2019 9:25:55 PM,
8bc15f7310c58c9f1972f8181101ae87af0ea7a6899219635e0350730c2c30e0,,21+,"202-120 Eglinton Avenue East,Toronto,M4P1E2,CA",8/8/2019 6:59:59 AM,4,1,,0.002461173,,,1,1,1,1,0,0,0,0,1/1/2019,0.003060408,1,,42478,,Canada,,https://www.snap.com/political-ads/asset/10e7d4d068b452bdf430bf3e12604d7d88ac9128568569d5d5c9ce84c7cef802?mediaType=png,,8/8/2019 6:59:59 AM,FEMALE,42478,"Advocates & Activists,Beauty Mavens,Fashion & Style Gurus,Fun Trivia & Quiz Fanatics,Green Living Enthusiasts,Hipsters & Trendsetters,News Watchers,Women's Lifestyle",en,,en,0,0,0,0,0,,,1,,The Aber Group,Plan International Canada,,,130,6/4/2019 9:25:55 PM,
33404b3c1660b15505541ae4d605e90c8eb749acadf25e5ce308e1820c64781d,,21-34,"202-120 Eglinton Avenue East,Toronto,M4P1E2,CA",8/8/2019 6:59:59 AM,3,1,,0.014369626,,,1,0,1,1,0,0,0,0,1/1/2019,0.003282139,1,,248009,,Canada,web_view_url:https://plancanada.ca/ChangeTheBirthStory?utm_campaign=SHOW&utm_source=snapchat-cpe&utm_medium=social,https://www.snap.com/political-ads/asset/210a7dac7a7616f6502dc0792ca3cb882efc5687d05eea6e6126c3bb518f8ef8?mediaType=mp4,,8/8/2019 6:59:59 AM,FEMALE,248009,,en,,en,0,0,0,0,0,,,1,,The Aber Group,Plan International Canada,,,814,6/3/2019 7:00:00 AM,
39b00150e6bd2ed63f806b3379cd24c0be6d0340e919689ac854d9be5e2625e9,,21-34,"202-120 Eglinton Avenue East,Toronto,M4P1E2,CA",8/8/2019 6:59:59 AM,3,1,,0.005845271,,,1,0,1,1,0,0,0,0,1/1/2019,0.003152104,1,,100885,,Canada,web_view_url:https://plancanada.ca/ChangeTheBirthStory?utm_campaign=SHOW&utm_source=snapchat-cpe&utm_medium=social,https://www.snap.com/political-ads/asset/1f19a2d56ea58b55fb396888459aa9bc81b9319ee15fa7744cca656dbc00aa7d?mediaType=mov,,8/8/2019 6:59:59 AM,FEMALE,100885,,en,,en,0,0,0,0,0,,,1,,The Aber Group,Plan International Canada,,,318,6/3/2019 7:00:00 AM,
8d9ca985f4b5e743a896b7ebaca8ee2128936ce77de17f67e62cb795b946dbe5,,21-34,"202-120 Eglinton Avenue East,Toronto,M4P1E2,CA",8/8/2019 6:59:59 AM,3,1,,0.006595477,,,1,0,1,1,0,0,0,0,1/1/2019,0.003592983,1,,113833,,Canada,web_view_url:https://plancanada.ca/ChangeTheBirthStory?utm_campaign=SHOW&utm_source=snapchat-cpe&utm_medium=social,https://www.snap.com/political-ads/asset/340e42736912dfe9b9ff61feff54e171313012083a15f9fbe81b2d8de906079a?mediaType=mp4,,8/8/2019 6:59:59 AM,FEMALE,113833,,en,,en,0,0,0,0,0,,,1,,The Aber Group,Plan International Canada,,,409,6/3/2019 7:00:00 AM,
481d928ac94f3e304a8b486360ad4db19e542eafa4a41f6fd8b7ca66a7f17aff,,21-34,"202-120 Eglinton Avenue East,Toronto,M4P1E2,CA",8/8/2019 6:59:59 AM,3,1,,0.010496689,,,1,0,1,1,0,0,0,0,1/1/2019,0.003234620,1,,181165,,Canada,web_view_url:https://plancanada.ca/ChangeTheBirthStory?utm_campaign=SHOW&utm_source=snapchat-cpe&utm_medium=social,https://www.snap.com/political-ads/asset/bdeb27d80703149ea463dbc20b56a6dc5409f4d3ed9389cda1b0d1f7884507f4?mediaType=mp4,,8/8/2019 6:59:59 AM,FEMALE,181165,,en,,en,0,0,0,0,0,,,1,,The Aber Group,Plan International Canada,,,586,6/3/2019 7:00:00 AM,
f30cf6471d6c80066d68afee47bfe644d3637a5c4ad7101818e0bf081030040a,,21-34,"202-120 Eglinton Avenue East,Toronto,M4P1E2,CA",8/8/2019 6:59:59 AM,3,1,,0.001333314,,,1,0,1,1,0,0,0,0,1/1/2019,0.003650269,1,,23012,,Canada,web_view_url:https://plancanada.ca/ChangeTheBirthStory?utm_campaign=SHOW&utm_source=snapchat-cpe&utm_medium=social,https://www.snap.com/political-ads/asset/07b6e34ea7f22b8db0be895912c344ea006750c90cda4c11de03cc148e1a46c6?mediaType=mp4,,8/8/2019 6:59:59 AM,FEMALE,23012,,en,,en,0,0,0,0,0,,,1,,The Aber Group,Plan International Canada,,,84,6/3/2019 7:00:00 AM,
c232c63cb56df36d8a8277f556397242e29d690ebf4209eab8210f4076626249,,21-34,"202-120 Eglinton Avenue East,Toronto,M4P1E2,CA",8/8/2019 6:59:59 AM,3,1,,0.001906977,,,1,0,1,1,0,0,0,0,1/1/2019,0.003919424,1,,32913,,Canada,web_view_url:https://plancanada.ca/ChangeTheBirthStory?utm_campaign=SHOW&utm_source=snapchat-cpe&utm_medium=social,https://www.snap.com/political-ads/asset/22049857ccdb45e1f6e24bcc2c8ec15550649d2dd7f41f7fe8e04bd7f10a31c5?mediaType=mp4,,8/8/2019 6:59:59 AM,FEMALE,32913,,en,,en,0,0,0,0,0,,,1,,The Aber Group,Plan International Canada,,,129,6/3/2019 7:00:00 AM,
9979d788bde55c5bc6898a6d394b257cb6dba59bc37b1b3accf626caeba26bc2,,21-34,"202-120 Eglinton Avenue East,Toronto,M4P1E2,CA",8/8/2019 6:59:59 AM,3,1,,0.002549473,,,1,0,1,1,0,0,0,0,1/1/2019,0.003204400,1,,44002,,Canada,web_view_url:https://plancanada.ca/ChangeTheBirthStory?utm_campaign=SHOW&utm_source=snapchat-cpe&utm_medium=social,https://www.snap.com/political-ads/asset/231fdffca83efc0b40304d25ff280d19b047921ecd60acc53f95dbd503619f3b?mediaType=mp4,,8/8/2019 6:59:59 AM,FEMALE,44002,,en,,en,0,0,0,0,0,,,1,,The Aber Group,Plan International Canada,,,141,6/3/2019 7:00:00 AM,
e412cd6befb725ab9b9abc07c32c2a2bd06a3eb7b6ec5b71c53eddbffe1a7e5d,,21-34,"202-120 Eglinton Avenue East,Toronto,M4P1E2,CA",8/8/2019 6:59:59 AM,3,1,,0.005401219,,,1,0,1,1,0,0,0,0,1/1/2019,0.003207432,1,,93221,,Canada,web_view_url:https://plancanada.ca/ChangeTheBirthStory?utm_campaign=SHOW&utm_source=snapchat-cpe&utm_medium=social,https://www.snap.com/political-ads/asset/102ed332cafdd4526cd7aef4aaa9ada53920cd52e11d9ba3d66fdd1abb01c0c6?mediaType=mp4,,8/8/2019 6:59:59 AM,FEMALE,93221,,en,,en,0,0,0,0,0,,,1,,The Aber Group,Plan International Canada,,,299,6/3/2019 7:00:00 AM,
4686cabacafdd76a8b8399b0f5ec42a0c562d4a30321a3322871560a272da35f,,21-34,"202-120 Eglinton Avenue East,Toronto,M4P1E2,CA",8/8/2019 6:59:59 AM,4,1,,0.002624563,,,1,1,1,1,0,0,0,0,1/1/2019,0.002428363,1,,45298,,Canada,,https://www.snap.com/political-ads/asset/1e7674f6bc633b9408e19bbb5c97f7e0b1ebabf219691d2b403037ce8e782ca0?mediaType=png,,8/8/2019 6:59:59 AM,FEMALE,45298,"Advocates & Activists,Beauty Mavens,Fashion & Style Gurus,Parents & Family-Focused,Philanthropists,Women's Lifestyle",en,,en,0,0,0,0,0,,,1,,The Aber Group,Plan International Canada,,,110,6/4/2019 9:25:55 PM,
47e821f21440408bce2e8a86d01bdaa6615834334e8aabb4e8d4a83cfef0d37d,,21-34,"202-120 Eglinton Avenue East,Toronto,M4P1E2,CA",8/8/2019 6:59:59 AM,4,1,,0.014706141,,,1,1,1,1,0,0,0,0,1/1/2019,0.001505021,1,,253817,,Canada,,https://www.snap.com/political-ads/asset/c813083564b1fc94f0199e38c5c4eac6a9660233b43df8f60a99402fa493af84?mediaType=png,,8/8/2019 6:59:59 AM,FEMALE,253817,"Advocates & Activists,Beauty Mavens,Fashion & Style Gurus,Parents & Family-Focused,Philanthropists,Women's Lifestyle",en,,en,0,0,0,0,0,,,1,,The Aber Group,Plan International Canada,,,382,6/4/2019 9:25:55 PM,
77d72d6eda7244185e6249f5f6ea240c3d36e0d2fc37f2a7a47eca57c75fa362,,21-34,"202-120 Eglinton Avenue East,Toronto,M4P1E2,CA",8/8/2019 6:59:59 AM,4,1,,0.007292958,,,1,1,1,1,0,0,0,0,1/1/2019,0.001851102,1,,125871,,Canada,,https://www.snap.com/political-ads/asset/e0d0047c65ff93c8976b1ca942739feeb628ebede810e03194288226ed0ae137?mediaType=png,,8/8/2019 6:59:59 AM,FEMALE,125871,"Advocates & Activists,Beauty Mavens,Fashion & Style Gurus,Parents & Family-Focused,Philanthropists,Women's Lifestyle",en,,en,0,0,0,0,0,,,1,,The Aber Group,Plan International Canada,,,233,6/4/2019 9:25:55 PM,
2c499283d90560c2cdb83ef987d4fd544f40845151bfae85cb4d9fc0726cca05,,21-34,"202-120 Eglinton Avenue East,Toronto,M4P1E2,CA",8/8/2019 6:59:59 AM,4,1,,0.004522791,,,1,1,1,1,0,0,0,0,1/1/2019,0.002446836,1,,78060,,Canada,,https://www.snap.com/political-ads/asset/10e7d4d068b452bdf430bf3e12604d7d88ac9128568569d5d5c9ce84c7cef802?mediaType=png,,8/8/2019 6:59:59 AM,FEMALE,78060,"Advocates & Activists,Beauty Mavens,Fashion & Style Gurus,Parents & Family-Focused,Philanthropists,Women's Lifestyle",en,,en,0,0,0,0,0,,,1,,The Aber Group,Plan International Canada,,,191,6/4/2019 9:25:55 PM,
d680feb2fcc6d9f984bc58db76110a652a4fae869a20602ae6010e5a393564ae,,25-,"202-120 Eglinton Avenue East,Toronto,M4P1E2,CA",9/4/2019 6:59:59 AM,4,1,,0.061867570,,,1,1,1,1,0,0,0,0,1/1/2019,0.000843800,1,,1067788,,Canada,web_view_url:https://plancanada.ca/ChangeTheBirthStory?utm_campaign=SHOW&utm_source=snapchat-cpe&utm_medium=social,https://www.snap.com/political-ads/asset/407591172223622af1be9723b2005dc9004d4dbf54f1dd65a47e045f228bcfa0?mediaType=mp4,,9/4/2019 6:59:59 AM,FEMALE,1067788,"Advocates & Activists,Arts & Culture Mavens,Beauty Mavens,Fun Trivia & Quiz Fanatics,Green Living Enthusiasts,News Watchers,Outdoor & Nature Enthusiasts,Parents & Family-Focused,Philanthropists,Travel Enthusiasts,Women's Lifestyle",en,,en,0,0,0,0,0,,,1,,The Aber Group,Plan International Canada,,,901,6/3/2019 7:00:00 AM,
0f67f09fc71289e3114156bd3c78944bc8fddae6531b35b37de7998337c8d3a8,,25-,"202-120 Eglinton Avenue East,Toronto,M4P1E2,CA",9/4/2019 6:59:59 AM,4,1,,0.119235292,,,1,1,1,1,0,0,0,0,1/1/2019,0.000735211,1,,2057912,,Canada,web_view_url:https://plancanada.ca/ChangeTheBirthStory?utm_campaign=SHOW&utm_source=snapchat-cpe&utm_medium=social,https://www.snap.com/political-ads/asset/fe17941a654cc439351f2e0df2e3a7dced82242b41b47112e0e620e024d08e75?mediaType=mp4,,9/4/2019 6:59:59 AM,FEMALE,2057912,"Advocates & Activists,Arts & Culture Mavens,Beauty Mavens,Fun Trivia & Quiz Fanatics,Green Living Enthusiasts,News Watchers,Outdoor & Nature Enthusiasts,Parents & Family-Focused,Philanthropists,Travel Enthusiasts,Women's Lifestyle",en,,en,0,0,0,0,0,,,1,,The Aber Group,Plan International Canada,,,1513,6/3/2019 7:00:00 AM,
a9c60f4d9259c2f6444a26f430cab86fd5046327c5643a666a19ffc66f086062,,25-,"202-120 Eglinton Avenue East,Toronto,M4P1E2,CA",9/4/2019 6:59:59 AM,4,1,,0.024417048,,,1,1,1,1,0,0,0,0,1/1/2019,0.000728489,1,,421420,,Canada,web_view_url:https://plancanada.ca/ChangeTheBirthStory?utm_campaign=SHOW&utm_source=snapchat-cpe&utm_medium=social,https://www.snap.com/political-ads/asset/340e42736912dfe9b9ff61feff54e171313012083a15f9fbe81b2d8de906079a?mediaType=mp4,,9/4/2019 6:59:59 AM,FEMALE,421420,"Advocates & Activists,Arts & Culture Mavens,Beauty Mavens,Fun Trivia & Quiz Fanatics,Green Living Enthusiasts,News Watchers,Outdoor & Nature Enthusiasts,Parents & Family-Focused,Philanthropists,Travel Enthusiasts,Women's Lifestyle",en,,en,0,0,0,0,0,,,1,,The Aber Group,Plan International Canada,,,307,6/3/2019 7:00:00 AM,
37d360a4f2d3318513121f3e1b208010d175fc66c4a7e6bae383c8d4a655e1d3,,25-,"202-120 Eglinton Avenue East,Toronto,M4P1E2,CA",9/4/2019 6:59:59 AM,4,1,,0.163081919,,,1,1,1,1,0,0,0,0,1/1/2019,0.000756749,1,,2814672,,Canada,web_view_url:https://plancanada.ca/ChangeTheBirthStory?utm_campaign=SHOW&utm_source=snapchat-cpe&utm_medium=social,https://www.snap.com/political-ads/asset/954bb2ee9f14481f264115fa9602322ba79ed8087769aa689e1dc654c78896a0?mediaType=mp4,,9/4/2019 6:59:59 AM,FEMALE,2814672,"Advocates & Activists,Arts & Culture Mavens,Beauty Mavens,Fun Trivia & Quiz Fanatics,Green Living Enthusiasts,News Watchers,Outdoor & Nature Enthusiasts,Parents & Family-Focused,Philanthropists,Travel Enthusiasts,Women's Lifestyle",en,,en,0,0,0,0,0,,,1,,The Aber Group,Plan International Canada,,,2130,6/3/2019 7:00:00 AM,
632f414ce2f8a6a020305b4b1a703a4ed5f35d3bdfafbe4f30701e59f979d6c5,,25-,"202-120 Eglinton Avenue East,Toronto,M4P1E2,CA",9/4/2019 6:59:59 AM,4,1,,0.087784509,,,1,1,1,1,0,0,0,0,1/1/2019,0.000784109,1,,1515095,,Canada,web_view_url:https://plancanada.ca/ChangeTheBirthStory?utm_campaign=SHOW&utm_source=snapchat-cpe&utm_medium=social,https://www.snap.com/political-ads/asset/72db9b3fcac986f990a2604d876f817b6b96915e510613baba9b63ac0875f754?mediaType=mp4,,9/4/2019 6:59:59 AM,FEMALE,1515095,"Advocates & Activists,Arts & Culture Mavens,Beauty Mavens,Fun Trivia & Quiz Fanatics,Green Living Enthusiasts,News Watchers,Outdoor & Nature Enthusiasts,Parents & Family-Focused,Philanthropists,Travel Enthusiasts,Women's Lifestyle",en,,en,0,0,0,0,0,,,1,,The Aber Group,Plan International Canada,,,1188,6/3/2019 7:00:00 AM,
d9aceb85767035587bbd4dfb5c7aabbfbdf0f91b70203888b09b54a26050d4e7,,25-,"202-120 Eglinton Avenue East,Toronto,M4P1E2,CA",9/4/2019 6:59:59 AM,4,1,,0.024943549,,,1,1,1,1,0,0,0,0,1/1/2019,0.000831578,1,,430507,,Canada,web_view_url:https://plancanada.ca/ChangeTheBirthStory?utm_campaign=SHOW&utm_source=snapchat-cpe&utm_medium=social,https://www.snap.com/political-ads/asset/374b5c83a7c8552dff96d12a35fc711d8fc30d4b6c10dd231133991b0b7597f3?mediaType=mp4,,9/4/2019 6:59:59 AM,FEMALE,430507,"Advocates & Activists,Arts & Culture Mavens,Beauty Mavens,Fun Trivia & Quiz Fanatics,Green Living Enthusiasts,News Watchers,Outdoor & Nature Enthusiasts,Parents & Family-Focused,Philanthropists,Travel Enthusiasts,Women's Lifestyle",en,,en,0,0,0,0,0,,,1,,The Aber Group,Plan International Canada,,,358,6/3/2019 7:00:00 AM,
78344400e4ea7b3461170a8a3d1b996527d36239783eb8642d8a09aa019170ec,,34-,"202-120 Eglinton Avenue East,Toronto,M4P1E2,CA",9/4/2019 6:59:59 AM,4,1,,0.071905374,,,1,1,1,1,0,0,0,0,1/1/2019,0.001986249,1,,1241033,,Canada,web_view_url:https://plancanada.ca/ChangeTheBirthStory?utm_campaign=SHOW&utm_source=snapchat-cpe&utm_medium=social,https://www.snap.com/political-ads/asset/020b39608c9613ce2516987e089ca1b90754c378669bc7d1136c50dd4f41b37a?mediaType=mp4,,9/4/2019 6:59:59 AM,FEMALE,1241033,"Advocates & Activists,Arts & Culture Mavens,Beauty Mavens,Bookworms & Avid Readers,Fashion & Style Gurus,Film & TV Fans,Fun Trivia & Quiz Fanatics,Green Living Enthusiasts,Hipsters & Trendsetters,Home Decoristas,Music Fans,News Watchers,Women's Lifestyle",en,,en,0,0,0,0,0,,,1,,The Aber Group,Plan International Canada,,,2465,6/3/2019 7:00:00 AM,
997ed929b787b5ca65738fd25d4024ef34c367c30edd929fb33b1f1549b7f70b,,34-,"202-120 Eglinton Avenue East,Toronto,M4P1E2,CA",9/4/2019 6:59:59 AM,4,1,,0.007188724,,,1,1,1,1,0,0,0,0,1/1/2019,0.001886002,1,,124072,,Canada,web_view_url:https://plancanada.ca/ChangeTheBirthStory?utm_campaign=SHOW&utm_source=snapchat-cpe&utm_medium=social,https://www.snap.com/political-ads/asset/340e42736912dfe9b9ff61feff54e171313012083a15f9fbe81b2d8de906079a?mediaType=mp4,,9/4/2019 6:59:59 AM,FEMALE,124072,"Advocates & Activists,Arts & Culture Mavens,Beauty Mavens,Bookworms & Avid Readers,Fashion & Style Gurus,Film & TV Fans,Fun Trivia & Quiz Fanatics,Green Living Enthusiasts,Hipsters & Trendsetters,Home Decoristas,Music Fans,News Watchers,Women's Lifestyle",en,,en,0,0,0,0,0,,,1,,The Aber Group,Plan International Canada,,,234,6/3/2019 7:00:00 AM,
828838ccf1f196d63ee2dafb58a7ee6c89e14edca6b4fc80de32bf8ed6185703,,34-,"202-120 Eglinton Avenue East,Toronto,M4P1E2,CA",9/4/2019 6:59:59 AM,4,1,,0.010176744,,,1,1,1,1,0,0,0,0,1/1/2019,0.002015452,1,,175643,,Canada,web_view_url:https://plancanada.ca/ChangeTheBirthStory?utm_campaign=SHOW&utm_source=snapchat-cpe&utm_medium=social,https://www.snap.com/political-ads/asset/bdeb27d80703149ea463dbc20b56a6dc5409f4d3ed9389cda1b0d1f7884507f4?mediaType=mp4,,9/4/2019 6:59:59 AM,FEMALE,175643,"Advocates & Activists,Arts & Culture Mavens,Beauty Mavens,Bookworms & Avid Readers,Fashion & Style Gurus,Film & TV Fans,Fun Trivia & Quiz Fanatics,Green Living Enthusiasts,Hipsters & Trendsetters,Home Decoristas,Music Fans,News Watchers,Women's Lifestyle",en,,en,0,0,0,0,0,,,1,,The Aber Group,Plan International Canada,,,354,6/3/2019 7:00:00 AM,
3fefcd48f681f9e53c2f1d4761059ce3b0edef73991eac12930e2426988d81ca,,34-,"202-120 Eglinton Avenue East,Toronto,M4P1E2,CA",9/4/2019 6:59:59 AM,4,1,,0.005838376,,,1,1,1,1,0,0,0,0,1/1/2019,0.002074112,1,,100766,,Canada,web_view_url:https://plancanada.ca/ChangeTheBirthStory?utm_campaign=SHOW&utm_source=snapchat-cpe&utm_medium=social,https://www.snap.com/political-ads/asset/22049857ccdb45e1f6e24bcc2c8ec15550649d2dd7f41f7fe8e04bd7f10a31c5?mediaType=mp4,,9/4/2019 6:59:59 AM,FEMALE,100766,"Advocates & Activists,Arts & Culture Mavens,Beauty Mavens,Bookworms & Avid Readers,Fashion & Style Gurus,Film & TV Fans,Fun Trivia & Quiz Fanatics,Green Living Enthusiasts,Hipsters & Trendsetters,Home Decoristas,Music Fans,News Watchers,Women's Lifestyle",en,,en,0,0,0,0,0,,,1,,The Aber Group,Plan International Canada,,,209,6/3/2019 7:00:00 AM,
369c1b4d5a8269c05062745afea4b30bf24cbbf64a76a9493a4f4e85b322edc3,,34-,"202-120 Eglinton Avenue East,Toronto,M4P1E2,CA",9/4/2019 6:59:59 AM,4,1,,0.005777713,,,1,1,1,1,0,0,0,0,1/1/2019,0.003138820,1,,99719,,Canada,web_view_url:https://plancanada.ca/ChangeTheBirthStory?utm_campaign=SHOW&utm_source=snapchat-cpe&utm_medium=social,https://www.snap.com/political-ads/asset/07b6e34ea7f22b8db0be895912c344ea006750c90cda4c11de03cc148e1a46c6?mediaType=mp4,,9/4/2019 6:59:59 AM,FEMALE,99719,"Advocates & Activists,Arts & Culture Mavens,Beauty Mavens,Bookworms & Avid Readers,Fashion & Style Gurus,Film & TV Fans,Fun Trivia & Quiz Fanatics,Green Living Enthusiasts,Hipsters & Trendsetters,Home Decoristas,Music Fans,News Watchers,Women's Lifestyle",en,,en,0,0,0,0,0,,,1,,The Aber Group,Plan International Canada,,,313,6/3/2019 7:00:00 AM,
33f94571067da6df9c676b662240e77aa6177b5bf243c54b88ccd6275a114d11,,34-,"202-120 Eglinton Avenue East,Toronto,M4P1E2,CA",9/4/2019 6:59:59 AM,4,1,,0.029109372,,,1,1,1,1,0,0,0,0,1/1/2019,0.002390497,1,,502406,,Canada,web_view_url:https://plancanada.ca/ChangeTheBirthStory?utm_campaign=SHOW&utm_source=snapchat-cpe&utm_medium=social,https://www.snap.com/political-ads/asset/1f19a2d56ea58b55fb396888459aa9bc81b9319ee15fa7744cca656dbc00aa7d?mediaType=mov,,9/4/2019 6:59:59 AM,FEMALE,502406,"Advocates & Activists,Arts & Culture Mavens,Beauty Mavens,Bookworms & Avid Readers,Fashion & Style Gurus,Film & TV Fans,Fun Trivia & Quiz Fanatics,Green Living Enthusiasts,Hipsters & Trendsetters,Home Decoristas,Music Fans,News Watchers,Women's Lifestyle",en,,en,0,0,0,0,0,,,1,,The Aber Group,Plan International Canada,,,1201,6/3/2019 7:00:00 AM,
